ID,neg,neu,pos,compound,GPE
10268,0.0,0.762,0.238,0.3612,Israel
6788,0.0,0.762,0.238,0.3612,China
8360,0.0,0.762,0.238,0.3612,Russia
8360,0.0,0.762,0.238,0.3612,China
5774,0.0,0.762,0.238,0.3612,U.S.
7883,0.0,0.762,0.238,0.3612,Israel
9958,0.0,0.762,0.238,0.3612,U.S.
9958,0.0,0.762,0.238,0.3612,Syria
9746,0.0,0.762,0.238,0.3612,Vietnam
8834,0.0,0.762,0.238,0.3612,America
8834,0.0,0.762,0.238,0.3612,Philippines
10020,0.0,0.762,0.238,0.3612,Palestine
5646,0.0,0.762,0.238,0.3612,Mujahedin
6542,0.0,0.762,0.238,0.3612,Russia
6542,0.0,0.762,0.238,0.3612,Spain
5543,0.0,0.762,0.238,0.3612,U.S.
8707,0.0,0.762,0.238,0.3612,US
5999,0.0,0.762,0.238,0.3612,Iraq
5999,0.0,0.762,0.238,0.3612,Turkey
5662,0.0,0.762,0.238,0.3612,North Korea
9488,0.0,0.762,0.238,0.3612,U.S.
9719,0.0,0.762,0.238,0.3612,UK
9600,0.0,0.762,0.238,0.3612,Russia
10409,0.0,0.762,0.238,0.3612,Russia
10409,0.0,0.762,0.238,0.3612,US
9213,0.0,0.762,0.238,0.3612,Russia
8718,0.0,0.762,0.238,0.3612,Romania
8091,0.0,0.762,0.238,0.3612,Obama
9955,0.0,0.762,0.238,0.3612,US
6631,0.0,0.762,0.238,0.3612,Paris
8277,0.0,0.762,0.238,0.3612,Yemen
10006,0.0,0.762,0.238,0.3612,US
9985,0.0,0.762,0.238,0.3612,Syria
9985,0.0,0.762,0.238,0.3612,Spark WW3
10452,0.0,0.762,0.238,0.3612,US
5676,0.0,0.762,0.238,0.3612,Russia
5676,0.0,0.762,0.238,0.3612,Syria
6322,0.0,0.762,0.238,0.3612,US
6322,0.0,0.762,0.238,0.3612,US
7845,0.0,0.762,0.238,0.3612,Florida
7495,0.0,0.762,0.238,0.3612,Brazil
9916,0.0,0.762,0.238,0.3612,The United States
8381,0.0,0.762,0.238,0.3612,U.S.
7369,0.0,0.762,0.238,0.3612,America
7528,0.0,0.762,0.238,0.3612,Russia
7528,0.0,0.762,0.238,0.3612,U.S.
6764,0.0,0.762,0.238,0.3612,Venezuela
5368,0.0,0.762,0.238,0.3612,America
6321,0.0,0.762,0.238,0.3612,Britain
9632,0.0,0.762,0.238,0.3612,U.S.
9157,0.0,0.762,0.238,0.3612,New York
6392,0.0,0.762,0.238,0.3612,UK
8758,0.0,0.762,0.238,0.3612,Deceiving
9018,0.0,0.762,0.238,0.3612,US
9018,0.0,0.762,0.238,0.3612,Iraq
7980,0.0,0.762,0.238,0.3612,Texas
9371,0.0,0.762,0.238,0.3612,India
6604,0.0,0.762,0.238,0.3612,US
7284,0.0,0.762,0.238,0.3612,GERMANY
7112,0.0,0.762,0.238,0.3612,The United States
9642,0.0,0.762,0.238,0.3612,US
8677,0.0,0.762,0.238,0.3612,Brexit
5423,0.0,0.762,0.238,0.3612,Washington
8243,0.0,0.762,0.238,0.3612,Herd Mentality
5789,0.0,0.762,0.238,0.3612,Saudi Arabia
6363,0.0,0.762,0.238,0.3612,Canada
9931,0.0,0.762,0.238,0.3612,UK
9931,0.0,0.762,0.238,0.3612,Zimbabwe
6349,0.0,0.762,0.238,0.3612,Russia
9312,0.0,0.762,0.238,0.3612,Ukraine
5290,0.0,0.762,0.238,0.3612,UK
9363,0.0,0.762,0.238,0.3612,America
9363,0.0,0.762,0.238,0.3612,Russia
7002,0.0,0.762,0.238,0.3612,Ohio
7002,0.0,0.762,0.238,0.3612,Florida
8890,0.0,0.762,0.238,0.3612,Russia
8890,0.0,0.762,0.238,0.3612,Us
7446,0.0,0.762,0.238,0.3612,North Dakota
9596,0.0,0.762,0.238,0.3612,Russia
7574,0.0,0.762,0.238,0.3612,Massachusetts
10156,0.0,0.762,0.238,0.3612,Russia
10156,0.0,0.762,0.238,0.3612,Syria
6836,0.0,0.762,0.238,0.3612,Germany
9752,0.0,0.762,0.238,0.3612,Russia
9752,0.0,0.762,0.238,0.3612,India
6161,0.0,0.762,0.238,0.3612,Israel
5837,0.0,0.762,0.238,0.3612,U.S.
5366,0.0,0.762,0.238,0.3612,Palestine
8430,0.0,0.762,0.238,0.3612,U.S.A.
6855,0.0,0.762,0.238,0.3612,Brazil
8128,0.0,0.762,0.238,0.3612,North Carolina
6388,0.0,0.762,0.238,0.3612,Paris
5618,0.0,0.762,0.238,0.3612,US
10210,0.0,0.762,0.238,0.3612,America
8117,0.0,0.762,0.238,0.3612,Russia
8117,0.0,0.762,0.238,0.3612,Moscow
6412,0.0,0.762,0.238,0.3612,America
6885,0.0,0.762,0.238,0.3612,Woods
5478,0.0,0.762,0.238,0.3612,Russia
9540,0.0,0.762,0.238,0.3612,Standing Rock
10175,0.0,0.762,0.238,0.3612,Obama
8619,0.0,0.762,0.238,0.3612,Mosul
8619,0.0,0.762,0.238,0.3612,US
7129,0.0,0.762,0.238,0.3612,Russia
7977,0.0,0.762,0.238,0.3612,Oregon
9543,0.0,0.762,0.238,0.3612,Mosul
6137,0.0,0.762,0.238,0.3612,Yemen
6137,0.0,0.762,0.238,0.3612,Hudaydah
6962,0.0,0.762,0.238,0.3612,Vermont
8166,0.0,0.762,0.238,0.3612,Spain
6767,0.0,0.762,0.238,0.3612,Washington
5874,0.0,0.762,0.238,0.3612,Eritrea
5514,0.0,0.762,0.238,0.3612,Reno
7427,0.0,0.762,0.238,0.3612,China
7566,0.0,0.762,0.238,0.3612,New York
5397,0.0,0.762,0.238,0.3612,US
10424,0.0,0.762,0.238,0.3612,Mosul
9142,0.0,0.762,0.238,0.3612,US
9142,0.0,0.762,0.238,0.3612,Obama
